"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"36173","spm","","932622","0","107049","IGiG 694/39","","","","shell","","1","table","","Collection not given","Nordophiceras karpinskii","species","181417","","Nordophiceras karpinskii","species","181416","251.3","247.2","39513"
"36174","spm","","932622","0","107049","IGiG 694/61","","","","shell","","1","table","","","Nordophiceras karpinskii","species","181417","","Nordophiceras karpinskii","species","181416","251.3","247.2","39513"
"36175","spm","","932622","0","107049","IGiG 694/68","","","","shell","","1","table","","Collection not given","Nordophiceras karpinskii","species","181417","","Nordophiceras karpinskii","species","181416","251.3","247.2","39513"
"36176","spm","","932622","0","107049","IGiG 694/62","","","","shell","","1","table","","Collection not given","Nordophiceras karpinskii","species","181417","","Nordophiceras karpinskii","species","181416","251.3","247.2","39513"
"36177","spm","","932622","0","107049","IGiG 694/42","","","","shell","","1","table","","","Nordophiceras karpinskii","species","181417","","Nordophiceras karpinskii","species","181416","251.3","247.2","39513"
"36178","spm","","932622","0","107049","IGiG 694/63","","","","shell","","1","table","","","Nordophiceras karpinskii","species","181417","","Nordophiceras karpinskii","species","181416","251.3","247.2","39513"
"36179","spm","","932622","0","107049","IGiG 694/38","","","","shell","","1","table","","Collection not given","Nordophiceras karpinskii","species","181417","","Nordophiceras karpinskii","species","181416","251.3","247.2","39513"
"36180","spm","","932622","0","107049","IGiG 694/40","","","","shell","","1","table","","Collection not given","Nordophiceras karpinskii","species","181417","","Nordophiceras karpinskii","species","181416","251.3","247.2","39513"
"36181","spm","","1010706","0","123382","IGiG 694/26","","","","shell","","1","table","","Collection not given","Nordophiceras contrarium","species","181560","","Nordophiceras contrarium","species","181559","251.3","247.2","39513"
"36182","spm","","1010706","0","123382","IGiG 694/27","","","","shell","","1","table","","Collection not given","Nordophiceras contrarium","species","181560","","Nordophiceras contrarium","species","181559","251.3","247.2","39513"
"36183","spm","","1010706","0","123382","IGiG 694/28","","","","shell","","1","table","","","Nordophiceras contrarium","species","181560","","Nordophiceras contrarium","species","181559","251.3","247.2","39513"
"36184","spm","","1010706","0","123382","IGiG 694/29","","","","shell","","1","table","","Collection not given","Nordophiceras contrarium","species","181560","","Nordophiceras contrarium","species","181559","251.3","247.2","39513"
"36185","spm","","1010706","0","123382","IGiG 694/30","","","","shell","","1","table","","Collection not given","Nordophiceras contrarium","species","181560","","Nordophiceras contrarium","species","181559","251.3","247.2","39513"
"36186","spm","","1010706","0","123382","IGiG 694/34","","","","shell","","1","table","","Collection not given","Nordophiceras contrarium","species","181560","","Nordophiceras contrarium","species","181559","251.3","247.2","39513"
"36187","spm","","1010706","0","123382","IGiG 694/35","","","","shell","","1","table","","Collection not given","Nordophiceras contrarium","species","181560","","Nordophiceras contrarium","species","181559","251.3","247.2","39513"
"36188","spm","","1010706","0","123382","IGiG 694/32","","","","shell","","1","table","","Collection not given","Nordophiceras contrarium","species","181560","","Nordophiceras contrarium","species","181559","251.3","247.2","39513"
"36189","spm","","933104","0","107195","IGiG 694/36","holotype","","","shell","","1","table","","","Nordophiceras kazakovi","species","181647","","Nordophiceras kazakovi","species","181647","251.3","247.2","39513"
"36190","spm","","933104","0","107195","IGiG 694/55","","","","shell","","1","table","","Collection not given","Nordophiceras kazakovi","species","181647","","Nordophiceras kazakovi","species","181647","251.3","247.2","39513"
"36191","spm","","933104","0","107195","IGiG 694/56","","","","shell","","1","table","","Collection not given","Nordophiceras kazakovi","species","181647","","Nordophiceras kazakovi","species","181647","251.3","247.2","39513"
"36192","spm","","933104","0","107195","IGiG 694/57","","","","shell","","1","table","","Collection not given","Nordophiceras kazakovi","species","181647","","Nordophiceras kazakovi","species","181647","251.3","247.2","39513"
"36193","spm","","933104","0","107195","IGiG 694/58","","","","shell","","1","table","","Collection not given","Nordophiceras kazakovi","species","181647","","Nordophiceras kazakovi","species","181647","251.3","247.2","39513"
"36194","spm","","933104","0","107195","IGiG 694/59","","","","shell","","1","table","","Collection not given","Nordophiceras kazakovi","species","181647","","Nordophiceras kazakovi","species","181647","251.3","247.2","39513"
"36195","spm","","1010548","0","106088","PIN 2555/1403","holotype","","","forewing","","1","text","","based on 28 mm fragment","Locustavus problematicus","species","215004","","Locustavus problematicus","species","215004","242","237","39510"
"36196","spm","","1010556","0","105007","PIN 2785/2347","holotype","","","forewing","","1","text","","","Locustavus intermedius","species","215005","","Locustavus intermedius","species","215005","242","237","39510"
"36197","spm","","1010550","0","106088","PIN 2555/1396","holotype","","","forewing","","1","text","","","Locustavus deformatus","species","215006","","Locustavus deformatus","species","215006","242","237","39510"
"36198","spm","","1010557","0","105007","PIN 2785/2349(2353)","holotype","","","forewing","","1","text","","","Locustavus minutus","species","215007","","Locustavus minutus","species","215007","242","237","39510"
"36199","spm","","1010558","0","105007","PIN 2785/1949","holotype","","","forewing","","1","text","","","Miolocustavus reductus","species","215009","","Miolocustavus reductus","species","215009","242","237","39510"
"36200","spm","","1010717","0","106090","PIN 2069/2329","holotype","","","forewing","","1","text","","","Brevilocustavus microscopicus","species","215013","","Brevilocustavus microscopicus","species","215013","242","237","39510"
"36201","spm","","1010559","0","105007","PIN 2785/1986","holotype","","","forewing","","1","text","","","Brevilocustavus distinctus","species","215014","","Brevilocustavus distinctus","species","215014","242","237","39510"
"36202","spm","","1010552","0","106088","PIN 2555/1440","holotype","","","forewing","","1","text","","","Adzhajloutshella plana","species","215020","","Adzhajloutshella plana","species","215020","242","237","39510"
"36203","spm","","1010553","0","110763","PIN 2240/1980","holotype","","","forewing","","1","text","","based on 13.5 mm fragment","Dzhajloutshella flexuosa","species","215023","","Dzhajloutshella flexuosa","species","215023","242","237","39510"
"36204","spm","","1010716","0","123394","PIN 1548/113(114)","holotype","","","forewing","","1","text","","","Triassoxya novozhilovi","species","215025","","Triassoxya novozhilovi","species","215025","242","237","39510"
"36289","spm","","1010771","0","123417","MLU.Sei2010.182","holotype","","","forewing","","1","text","","","Ipsvicia langenbergensis","species","215463","recombined as","Ipsviciopsis langenbergensis","species","215463","212","205.6","39541"
"36615","spm","","1011181","0","110766","PIN 3288/436","holotype","","","tegmen","","1","text","","","Pelorisca connectens","species","216262","","Pelorisca connectens","species","216262","242","237","39634"
"36616","spm","","1011179","0","123461","PIN 1275/1","holotype","","","tegmen","","1","text","","","Woottonia phalerata","species","216260","","Woottonia phalerata","species","216260","228","208.5","39634"
"36714","spm","","1070401","0","132640","NIGP 48451","","","ventral","valve","","1","picture","","","Amphiclina taurica","species","237876","","Amphiclina taurica","species","237876","215.56","212","42718"
"37116","spm","","932623","0","107049","IGiG 694/44","","","","shell","","1","table","","","Nordophiceras schmidti","species","181419","","Nordophiceras schmidti","species","181418","251.3","247.2","39513"
"37117","spm","","932623","0","107049","IGiG 694/45","","","","shell","","1","table","","","Nordophiceras schmidti","species","181419","","Nordophiceras schmidti","species","181418","251.3","247.2","39513"
"37118","spm","","932623","0","107049","IGiG 694/50","","","","shell","","1","table","","Collection not given","Nordophiceras schmidti","species","181419","","Nordophiceras schmidti","species","181418","251.3","247.2","39513"
"37119","spm","","932623","0","107049","IGiG 694/51","","","","shell","","1","table","","Collection not given","Nordophiceras schmidti","species","181419","","Nordophiceras schmidti","species","181418","251.3","247.2","39513"
"37120","spm","","932623","0","107049","IGiG 694/47","","","","shell","","1","table","","","Nordophiceras schmidti","species","181419","","Nordophiceras schmidti","species","181418","251.3","247.2","39513"
"37121","spm","","932623","0","107049","IGiG 694/53","","","","shell","","1","table","","Collection not given","Nordophiceras schmidti","species","181419","","Nordophiceras schmidti","species","181418","251.3","247.2","39513"
"37122","spm","","932623","0","107049","IGiG 694/46","","","","shell","","1","table","","Collection not given","Nordophiceras schmidti","species","181419","","Nordophiceras schmidti","species","181418","251.3","247.2","39513"
"37123","spm","","932623","0","107049","IGiG 694/54","","","","shell","","1","table","","Collection not given","Nordophiceras schmidti","species","181419","","Nordophiceras schmidti","species","181418","251.3","247.2","39513"
"37124","spm","","1011342","0","123495","BPI 157/802","","","","shell","","1","table","","","Karangatites popovi","species","215042","recombined as","Nordophiceras popovi","species","215042","251.3","247.2","39513"
"37125","spm","","1011342","0","123495","BPI 158/802","holotype","","","shell","","1","table","","","Karangatites popovi","species","215042","recombined as","Nordophiceras popovi","species","215042","251.3","247.2","39513"
"37126","spm","","1011347","0","123500","IGiG 694/3","","","","shell","","1","table","","","Bajarunia euomphala","species","181576","","Bajarunia euomphala","species","181575","251.3","247.2","39513"
"37127","spm","","1011347","0","123500","IGiG 694/4","","","","shell","","1","table","","","Bajarunia euomphala","species","181576","","Bajarunia euomphala","species","181575","251.3","247.2","39513"
"37128","spm","","1011347","0","123500","IGiG 694/5","","","","shell","","1","table","","","Bajarunia euomphala","species","181576","","Bajarunia euomphala","species","181575","251.3","247.2","39513"
